,parsed_line,heading_bool,source_paper,math_bool,latin_numbered_bool,numberic_numbered_bool
18213,"Abstract
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18214,"1 Introduction
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18215,"2 Related Work
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18216,"3.1 Speaker adaptation
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18217,"3.2 Speaker encoding
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18218,"3Multi -speaker 
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18219,"3.3 Discriminative models for evaluation
",True,NeurIPS-2018-neural-voice-cloning-with-a-few-samples-Paper,False,False,True
18444,"   Abstract   
",True,OpenCV Geometrix Transformations,False,False,False
18445,"I. INTRODUCTION  
",True,OpenCV Geometrix Transformations,False,False,False
18446,"II. LITERATURE SURVEY  
",True,OpenCV Geometrix Transformations,False,False,False
18447,"IV. IMAGE ROTATION AND AF FINE TRANSFORMATION USING OPENCV -PYTHON  
",True,OpenCV Geometrix Transformations,False,False,False
18448,"VI. IMAGE THRESHOLDING US ING OPENCV -PYTHON  
",True,OpenCV Geometrix Transformations,False,False,False
18449,"VII. CONCLUSION AND FUTURE  WORK  
",True,OpenCV Geometrix Transformations,False,False,False
18598,"Abstract
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18599,"1 Introduction
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18600,"2 Complex Word Identiﬁcation
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18601,"2.1 A User Study on Word Complexity
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18602,"2.2 A Dataset for Lexical Simpliﬁcation
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18603,"3 Substitution Generation
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18604,"3.1 Context-Aware Word Embedding Models
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18605,"1or GloVe2.
",True,Paetzold and Specia - 2016 - Unsupervised Lexical Simplification for Non-Native (1),False,False,True
18693,"ABSTRACT
",True,PROTECT PERSONAL PRIVACY,False,False,True
18694,"1. INTRODUCTION
",True,PROTECT PERSONAL PRIVACY,False,False,True
18695,"2. VARIOUS METHODS FOR SPAM DETECTION
",True,PROTECT PERSONAL PRIVACY,False,False,True
18696,"3. MATHEMATICAL ANALYSIS
",True,PROTECT PERSONAL PRIVACY,False,False,True
18697,"4. ANALYSIS AND ASSESSING 
",True,PROTECT PERSONAL PRIVACY,False,False,True
18698,"5. RESULT AND CONCLUSION
",True,PROTECT PERSONAL PRIVACY,False,False,True
18984,Abstract,True,pub07,False,False,False
18985,"I. INTRODUCTION
",True,pub07,False,False,False
18986,"II. P
",True,pub07,False,False,False
18987,"III. T
",True,pub07,False,False,False
18988,"IV. ANALYSIS OF THE PRECORRECTED -FFT A LGORITHM
",True,pub07,False,False,False
18989,"V. R
",True,pub07,False,False,False
18990,"VI. R
",True,pub07,False,False,False
18991,"VII. C
",True,pub07,False,False,False
19850,"Abstract. We developed a learning-based question classiﬁer for question an-
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19851,"1 Introduction
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19852,"2 Related Work
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19853,"3 Choosing the Classiﬁer
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19854,"4 Features in Question Classiﬁcation
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19855,"4.1 Lexical Features
",True,Question Classification by Weighted Combination of Lexical Syntactic and Semantic Features,False,False,True
19972,"Abstract
",True,Recent advances in conversational NLP,False,False,True
19973,"1 Introduction
",True,Recent advances in conversational NLP,False,False,True
19974,"2 Chatbots categories
",True,Recent advances in conversational NLP,False,False,True
19975,"2.1 Social chatbots
",True,Recent advances in conversational NLP,False,False,True
19976,"2.2 Task oriented chatbots
",True,Recent advances in conversational NLP,False,False,True
20053,"Abstract
",True,s11042-020-10183-2,False,False,True
20054,"1 Introduction
",True,s11042-020-10183-2,False,False,True
20055,"1.1 Existingapproachesforfakenewsdetection
",True,s11042-020-10183-2,False,False,True
20056,"1.2 Ourcontribution
",True,s11042-020-10183-2,False,False,True
20057,"2 Relatedwork
",True,s11042-020-10183-2,False,False,True
20058,"51% for fake news detection.
",True,s11042-020-10183-2,False,False,True
20059,"3 Methodology
",True,s11042-020-10183-2,False,False,True
20060,"3.1 Wordembedding
",True,s11042-020-10183-2,False,False,True
20061,"3.2 GloVe
",True,s11042-020-10183-2,False,False,True
20062,"3.3 BERT
",True,s11042-020-10183-2,False,False,True
20063,"3.4 Fine-tuningofBERT
",True,s11042-020-10183-2,False,False,True
20064,"3.5 Deeplearningmodelsforfakenewsdetection
",True,s11042-020-10183-2,False,False,True
20065,"3.6 Proposedmodel:FakeBERT
",True,s11042-020-10183-2,False,False,True
20066,"4 Experiments
",True,s11042-020-10183-2,False,False,True
20067,"4.1 Datasetdescription
",True,s11042-020-10183-2,False,False,True
20577,"Abstract
",True,S16-1085,False,False,True
20578,"1 Introduction
",True,S16-1085,False,False,True
20579,"2 Task Description
",True,S16-1085,False,False,True
20580,"1. To learn which words challenge non-native En-
",True,S16-1085,False,False,True
20581,"2. To investigate how well one’s individual vo-
",True,S16-1085,False,False,True
20582,"3. To introduce a new corpus to be used in Text
",True,S16-1085,False,False,True
20583,"3 User Study
",True,S16-1085,False,False,True
20584,"3.1 Data Sources
",True,S16-1085,False,False,True
20702,"Abstract. Changes in relational database schemas are part of the continuous improvement process of information
",True,sbbd_shp_07,False,False,True
20703,"1. INTRODUCTION
",True,sbbd_shp_07,False,False,True
20704,"2.2 MERGING A SET OF DELTA VERSIONS
",True,sbbd_shp_07,False,False,True
20705,"3<version id=""3"">
",True,sbbd_shp_07,False,False,True
20706,"1:function schemaMerge
",True,sbbd_shp_07,False,False,True
20707,"3:M empty set {Set of merged changes}
",True,sbbd_shp_07,False,False,True
20708,"4:for each delta di2Ddo
",True,sbbd_shp_07,False,False,True
20709,"5: for each change c2dido
",True,sbbd_shp_07,False,False,True
20710,"6: addcinMap[c:object name]:values
",True,sbbd_shp_07,False,False,True
20711,"7: end for
",True,sbbd_shp_07,False,False,True
20712,"8:end for
",True,sbbd_shp_07,False,False,True
20713,"9:for each object name ni2Map:keys do
",True,sbbd_shp_07,False,False,True
20714,"10: current change null
",True,sbbd_shp_07,False,False,True
20894,"Abstract
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20895,"1 Introduction
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20896,"2 Task Description
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20897,"1. To learn which words challenge non-native En-
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20898,"2. To investigate how well one’s individual vo-
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20899,"3. To introduce a new corpus to be used in Text
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20900,"3 User Study
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
20901,"3.1 Data Sources
",True,SemEval 2016 Task 11 Complex Word Identification,False,False,True
21019,Abstract,True,Systematic Design of a Transimpedance Amplifier,False,False,False
21020,"I. I NTRODUCTION
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21021,"II. S
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21022,"III. D
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21023,"V. D ESIGN METHOD
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21024,"VI. M EASUREMENTS
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21025,"VII. D
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21026,"VIII. C
",True,Systematic Design of a Transimpedance Amplifier,False,False,False
21808,Abstract ,True,targeted_phishing,False,False,False
21809,"I. I NTRODUCTION
",True,targeted_phishing,False,False,False
21810,"II. R ELATED WORK
",True,targeted_phishing,False,False,False
21811,"III. E XPERIMENTAL METHODOLOGY
",True,targeted_phishing,False,False,False
21812,"IV. A NALYSIS AND RESULTS
",True,targeted_phishing,False,False,False
21813,"V. F UTURE WORK
",True,targeted_phishing,False,False,False
21814,"VI. C ONCLUSION
",True,targeted_phishing,False,False,False
22303,"Abstract. The nonverbal content of speech carries information about
",True,VoiceStress_Analysis,False,False,True
22304,"1 Introduction
",True,VoiceStress_Analysis,False,False,True
22305,"2 Related Work
",True,VoiceStress_Analysis,False,False,True
22306,"3 Experimental Design
",True,VoiceStress_Analysis,False,False,True
22307,"3.2 Jitter
",True,VoiceStress_Analysis,False,False,True
22308,"4 Experimental Results
",True,VoiceStress_Analysis,False,False,True
22492,"Abstract
",True,W18-0537,False,False,True
22493,"1 Introduction
",True,W18-0537,False,False,True
22494,"2 Data
",True,W18-0537,False,False,True
22495,"10 non-native speakers. For the other languages,
",True,W18-0537,False,False,True
22496,"3 Features
",True,W18-0537,False,False,True
22630,"Abstract. In the human machine interaction domain adaptive life-like agents
",True,_TSD my_eliza,False,False,True
22631,"1 Introduction
",True,_TSD my_eliza,False,False,True
22632,"2 System Architecture
",True,_TSD my_eliza,False,False,True
22633,"3 Natural Language Processing
",True,_TSD my_eliza,False,False,True
22634,"4 Emotion Recognition
",True,_TSD my_eliza,False,False,True
22635,"4.1 Emotion Eliciting Factor Extraction
",True,_TSD my_eliza,False,False,True
22636,"4.2 Facial Display Selection
",True,_TSD my_eliza,False,False,True
22637,"5 Implementation and Future Work
",True,_TSD my_eliza,False,False,True
